sample_index,value
167645,-12126
167646,-11694
167647,-16330
167648,-12126
167649,-11696
167650,-16370
167651,-12136
167652,-11694
167653,-16420
167654,-12148
167655,-11694
167656,-16478
167657,-12122
167658,-11702
167659,-16474
167660,-12058
167661,-11696
167662,-16456
167663,-12014
167664,-11686
167665,-16472
167666,-11974
167667,-11660
167668,-16478
167669,-11936
167670,-11654
167671,-16516
167672,-11874
167673,-11638
167674,-16516
167675,-11798
167676,-11588
167677,-16490
167678,-11766
167679,-11562
167680,-16434
167681,-11730
167682,-11554
167683,-16358
167684,-11706
167685,-11508
167686,-16314
167687,-11694
167688,-11452
167689,-16280
167690,-11678
167691,-11410
167692,-16278
167693,-11678
167694,-11376
167695,-16302
167696,-11684
167697,-11364
167698,-16316
167699,-11684
167700,-11364
167701,-16278
167702,-11690
167703,-11366
167704,-16220
167705,-11698
167706,-11380
167707,-16198
167708,-11704
167709,-11390
167710,-16188
167711,-11680
167712,-11390
167713,-16162
167714,-11658
167715,-11390
167716,-16146
167717,-11660
167718,-11374
167719,-16158
167720,-11672
167721,-11364
167722,-16156
167723,-11688
167724,-11354
167725,-16128
167726,-11686
167727,-11322
167728,-16104
167729,-11680
167730,-11310
167731,-16090
167732,-11658
167733,-11310
167734,-16096
167735,-11616
167736,-11304
167737,-16120
167738,-11580
167739,-11278
167740,-16116
167741,-11542
167742,-11276
167743,-16108
167744,-11552
167745,-11298
167746,-16120
167747,-11570
167748,-11328
167749,-16118
167750,-11576
167751,-11358
167752,-16096
167753,-11616
167754,-11364
167755,-16106
167756,-11656
167757,-11378
167758,-16132
167759,-11700
167760,-11376
167761,-16138
167762,-11716
167763,-11364
167764,-16144
167765,-11710
167766,-11366
167767,-16160
167768,-11700
167769,-11350
167770,-16180
167771,-11688
167772,-11358
167773,-16160
167774,-11688
167775,-11360
167776,-16130
167777,-11702
167778,-11372
167779,-16114
167780,-11736
167781,-11400
167782,-16124
167783,-11748
167784,-11430
167785,-16118
167786,-11752
167787,-11474
167788,-16104
167789,-11772
167790,-11478
167791,-16116
167792,-11810
167793,-11480
167794,-16114
167795,-11838
167796,-11472
167797,-16116
167798,-11820
167799,-11470
167800,-16136
167801,-11808
167802,-11472
167803,-16162
167804,-11792
167805,-11460
167806,-16200
167807,-11772
167808,-11444
167809,-16228
167810,-11762
167811,-11410
167812,-16220
167813,-11752
167814,-11422
167815,-16220
167816,-11738
167817,-11436
167818,-16228
167819,-11738
167820,-11446
167821,-16210
167822,-11728
167823,-11472
167824,-16194
167825,-11694
167826,-11468
167827,-16168
167828,-11670
167829,-11454
167830,-16118
167831,-11644
167832,-11412
167833,-16054
167834,-11604
167835,-11344
167836,-15998
167837,-11564
167838,-11288
167839,-15988
167840,-11532
167841,-11242
167842,-15992
167843,-11480
167844,-11206
167845,-16008
167846,-11406
167847,-11164
167848,-16012
167849,-11350
167850,-11138
167851,-16000
167852,-11332
167853,-11144
167854,-15976
167855,-11322
167856,-11168
167857,-15950
167858,-11336
167859,-11186
167860,-15968
167861,-11360
167862,-11188
167863,-15996
167864,-11376
167865,-11196
167866,-16006
167867,-11444
167868,-11214
167869,-16016
167870,-11512
167871,-11252
167872,-16048
167873,-11558
167874,-11292
167875,-16088
167876,-11610
167877,-11322
167878,-16148
167879,-11666
167880,-11364
167881,-16218
167882,-11714
167883,-11406
167884,-16224
167885,-11758
167886,-11448
167887,-16222
167888,-11812
167889,-11500
167890,-16238
167891,-11848
167892,-11534
167893,-16252
167894,-11862
167895,-11544
167896,-16264
167897,-11852
167898,-11534
167899,-16288
167900,-11812
167901,-11546
167902,-16316
167903,-11782
167904,-11558
167905,-16310
167906,-11754
167907,-11552
167908,-16294
167909,-11710
167910,-11570
167911,-16284
167912,-11678
167913,-11570
167914,-16308
167915,-11670
167916,-11580
167917,-16328
167918,-11706
167919,-11604
167920,-16342
167921,-11760
167922,-11602
167923,-16350
167924,-11806
167925,-11614
167926,-16386
167927,-11838
167928,-11626
167929,-16454
167930,-11882
167931,-11636
167932,-16502
167933,-11926
167934,-11646
167935,-16502
167936,-11934
167937,-11640
167938,-16466
167939,-11930
167940,-11634
167941,-16466
167942,-11932
167943,-11644
167944,-16436
167945,-11944
167946,-11650
167947,-16376
167948,-11940
167949,-11640
167950,-16330
167951,-11934
167952,-11636
167953,-16312
167954,-11938
167955,-11628
167956,-16340
167957,-11926
167958,-11622
167959,-16370
167960,-11944
167961,-11608
167962,-16360
167963,-11960
167964,-11586
167965,-16336
167966,-11942
167967,-11584
167968,-16344
167969,-11912
167970,-11578
167971,-16334
167972,-11912
167973,-11574
167974,-16310
167975,-11926
167976,-11590
167977,-16268
167978,-11892
167979,-11624
167980,-16218
167981,-11862
167982,-11624
167983,-16182
167984,-11836
167985,-11606
167986,-16188
167987,-11836
167988,-11574
167989,-16218
167990,-11828
167991,-11506
167992,-16224
167993,-11806
167994,-11494
167995,-16260
167996,-11810
167997,-11474
167998,-16250
167999,-11786
168000,-11424
168001,-16252
168002,-11760
168003,-11384
168004,-16276
168005,-11754
168006,-11364
168007,-16256
168008,-11754
168009,-11386
168010,-16258
168011,-11730
168012,-11440
168013,-16240
168014,-11696
168015,-11490
168016,-16256
168017,-11694
168018,-11500
168019,-16230
168020,-11706
168021,-11518
168022,-16200
168023,-11724
168024,-11528
168025,-16192
168026,-11752
168027,-11526
168028,-16184
168029,-11788
168030,-11506
168031,-16188
168032,-11824
168033,-11464
168034,-16160
168035,-11842
168036,-11434
168037,-16174
168038,-11814
168039,-11430
168040,-16202
168041,-11772
168042,-11426
168043,-16246
168044,-11736
168045,-11398
168046,-16262
168047,-11720
168048,-11392
168049,-16240
168050,-11722
168051,-11414
168052,-16258
168053,-11710
168054,-11424
168055,-16258
168056,-11720
168057,-11426
168058,-16216
168059,-11710
168060,-11424
168061,-16154
168062,-11700
168063,-11418
168064,-16124
168065,-11690
168066,-11406
168067,-16116
168068,-11650
168069,-11426
168070,-16100
168071,-11648
168072,-11460
168073,-16100
168074,-11660
168075,-11476
168076,-16114
168077,-11672
168078,-11486
168079,-16166
168080,-11678
168081,-11498
168082,-16236
168083,-11706
168084,-11502
168085,-16316
168086,-11758
168087,-11494
168088,-16358
168089,-11798
168090,-11496
168091,-16340
168092,-11838
168093,-11480
168094,-16338
168095,-11858
168096,-11462
168097,-16348
168098,-11848
168099,-11466
168100,-16360
168101,-11850
168102,-11464
168103,-16332
168104,-11838
168105,-11446
168106,-16288
168107,-11798
168108,-11432
168109,-16246
168110,-11730
168111,-11424
168112,-16196
168113,-11658
168114,-11414
168115,-16150
168116,-11606
168117,-11402
168118,-16106
168119,-11564
168120,-11390
168121,-16064
168122,-11550
168123,-11374
168124,-16030
168125,-11534
168126,-11350
168127,-16032
168128,-11534
168129,-11320
168130,-16020
168131,-11560
168132,-11310
168133,-16012
168134,-11570
168135,-11296
168136,-16022
168137,-11562
168138,-11288
168139,-16030
168140,-11560
168141,-11306
168142,-16026
168143,-11544
168144,-11324
168145,-16018
168146,-11512
168147,-11328
168148,-16026
168149,-11478
168150,-11352
168151,-15988
168152,-11464
168153,-11352
168154,-15938
168155,-11486
168156,-11340
168157,-15922
168158,-11502
168159,-11330
168160,-15934
168161,-11508
168162,-11302
168163,-15970
168164,-11536
168165,-11278
168166,-16000
168167,-11562
168168,-11244
168169,-16030
168170,-11562
168171,-11226
168172,-16052
168173,-11556
168174,-11242
168175,-16082
168176,-11552
168177,-11250
168178,-16082
168179,-11550
168180,-11244
168181,-16060
168182,-11568
168183,-11220
168184,-16072
168185,-11576
168186,-11232
168187,-16092
168188,-11580
168189,-11278
168190,-16100
168191,-11604
168192,-11688
168193,-16474
168194,-11828
168195,-11686
168196,-16490
168197,-11860
168198,-11694
168199,-16488
168200,-11888
168201,-11680
168202,-16488
168203,-11922
168204,-11656
168205,-16496
168206,-11952
168207,-11636
168208,-16462
168209,-11980
168210,-11626
168211,-16462
168212,-11984
168213,-11614
168214,-16462
168215,-11992
168216,-11598
168217,-16464
168218,-12002
168219,-11600
168220,-16464
168221,-12000
168222,-11592
168223,-16452
168224,-11982
168225,-11582
168226,-16422
168227,-11954
168228,-11586
168229,-16402
168230,-11950
168231,-11588
168232,-16354
168233,-11970
168234,-11578
168235,-16268
168236,-12002
168237,-11570
168238,-16232
168239,-12012
168240,-11548
168241,-16230
168242,-11982
168243,-11508
168244,-16254
168245,-11932
168246,-11486
168247,-16262
168248,-11870
168249,-11468
168250,-16244
168251,-11802
168252,-11488
168253,-16246
168254,-11742
168255,-11510
168256,-16276
168257,-11710
168258,-11514
168259,-16294
168260,-11706
168261,-11514
168262,-16260
168263,-11734
168264,-11512
168265,-16232
168266,-11766
168267,-11524
168268,-16244
168269,-11794
168270,-11524
168271,-16256
168272,-11836
168273,-11538
168274,-16274
168275,-11856
168276,-11560
168277,-16282
168278,-11866
168279,-11582
168280,-16306
168281,-11860
168282,-11622
168283,-16324
168284,-11840
168285,-11644
168286,-16346
168287,-11848
168288,-11650
168289,-16378
168290,-11844
168291,-11658
168292,-16394
168293,-11850
168294,-11658
168295,-16398
168296,-11848
168297,-11636
168298,-16398
168299,-11838
168300,-11602
168301,-16364
168302,-11824
168303,-11580
168304,-16300
168305,-11804
168306,-11554
168307,-16288
168308,-11808
168309,-11536
168310,-16298
168311,-11816
168312,-11518
168313,-16296
168314,-11822
168315,-11504
168316,-16276
168317,-11796
168318,-11526
168319,-16236
168320,-11776
168321,-11498
168322,-16218
168323,-11768
168324,-11462
168325,-16192
168326,-11762
168327,-11456
168328,-16176
168329,-11758
168330,-11448
168331,-16180
168332,-11760
168333,-11456
168334,-16172
168335,-11758
168336,-11446
168337,-16206
168338,-11754
168339,-11436
168340,-16258
168341,-11734
168342,-11456
168343,-16300
168344,-11706
168345,-11482
168346,-16314
168347,-11714
168348,-11522
168349,-16318
168350,-11718
168351,-11560
168352,-16328
168353,-11728
168354,-11594
168355,-16332
168356,-11744
168357,-11604
168358,-16314
168359,-11772
168360,-11598
168361,-16304
168362,-11816
168363,-11592
168364,-16316
168365,-11826
168366,-11570
168367,-16312
168368,-11814
168369,-11564
168370,-16308
168371,-11810
168372,-11556
168373,-16316
168374,-11810
168375,-11560
168376,-16326
168377,-11798
168378,-11576
168379,-16340
168380,-11792
168381,-11602
168382,-16356
168383,-11820
168384,-11638
168385,-16370
168386,-11842
168387,-11680
168388,-16384
168389,-11844
168390,-11730
168391,-16398
168392,-11862
168393,-11778
168394,-16392
168395,-11864
168396,-11796
168397,-16348
168398,-11862
168399,-11776
168400,-16304
168401,-11862
168402,-11744
168403,-16292
168404,-11848
168405,-11704
168406,-16330
168407,-11840
168408,-11664
168409,-16356
168410,-11848
168411,-11590
168412,-16330
168413,-11852
168414,-11528
168415,-16330
168416,-11840
168417,-11504
168418,-16356
168419,-11832
168420,-11512
168421,-16354
168422,-11834
168423,-11522
168424,-16362
168425,-11818
168426,-11520
168427,-16372
168428,-11796
168429,-11536
168430,-16346
168431,-11776
168432,-11552
168433,-16338
168434,-11764
168435,-11560
168436,-16354
168437,-11780
168438,-11556
168439,-16386
168440,-11804
168441,-11566
168442,-16400
168443,-11818
168444,-11576
168445,-16414
168446,-11820
168447,-11586
168448,-16416
168449,-11822
168450,-11612
168451,-16370
168452,-11832
168453,-11624
168454,-16342
168455,-11848
168456,-11634
168457,-16348
168458,-11848
168459,-11656
168460,-16404
168461,-11844
168462,-11680
168463,-16460
168464,-11874
168465,-11710
168466,-16468
168467,-11904
168468,-11720
168469,-16410
168470,-11920
168471,-11752
168472,-16358
168473,-11938
168474,-11760
168475,-16360
168476,-11980
168477,-11776
168478,-16396
168479,-12010
168480,-11782
168481,-16424
168482,-12004
168483,-11776
168484,-16418
168485,-12004
168486,-11796
168487,-16396
168488,-11992
168489,-11792
168490,-16360
168491,-11988
168492,-11790
168493,-16348
168494,-11970
168495,-11754
168496,-16376
168497,-11940
168498,-11724
168499,-16414
168500,-11930
168501,-11676
168502,-16406
168503,-11900
168504,-11636
168505,-16324
168506,-11882
168507,-11624
168508,-16276
168509,-11856
168510,-11600
168511,-16264
168512,-11840
168513,-11602
168514,-16286
168515,-11826
168516,-11586
168517,-16266
168518,-11786
168519,-11578
168520,-16216
168521,-11756
168522,-11556
168523,-16170
168524,-11726
168525,-11498
168526,-16106
168527,-11692
168528,-11440
168529,-16078
168530,-11650
168531,-11368
168532,-16066
168533,-11650
168534,-11314
168535,-16070
168536,-11638
168537,-11266
168538,-16034
168539,-11598
168540,-11244
168541,-16014
168542,-11568
168543,-11256
168544,-16028
168545,-11534
168546,-11264
168547,-16012
168548,-11544
168549,-11304
168550,-15976
168551,-11564
168552,-11332
168553,-15944
168554,-11586
168555,-11358
168556,-15954
168557,-11620
168558,-11368
168559,-15960
168560,-11624
168561,-11356
168562,-15944
168563,-11616
168564,-11334
168565,-15930
168566,-11582
168567,-11290
168568,-15950
168569,-11554
168570,-11256
168571,-15964
168572,-11506
168573,-11216
168574,-15922
168575,-11432
168576,-11200
168577,-15932
168578,-11394
168579,-11196
168580,-15944
168581,-11364
168582,-11202
168583,-15946
168584,-11346
168585,-11194
168586,-15914
168587,-11338
168588,-11174
168589,-15862
168590,-11356
168591,-11160
168592,-15872
168593,-11390
168594,-11160
168595,-15878
168596,-11430
168597,-11188
168598,-15904
168599,-11464
168600,-11210
168601,-15930
168602,-11486
168603,-11244
168604,-15966
168605,-11530
168606,-11266
168607,-15982
168608,-11556
168609,-11298
168610,-15990
168611,-11580
168612,-11356
168613,-16050
168614,-11584
168615,-11386
168616,-16114
168617,-11568
168618,-11386
168619,-16178
168620,-11562
168621,-11396
168622,-16208
168623,-11548
168624,-11406
168625,-16260
168626,-11560
168627,-11402
168628,-16304
168629,-11612
168630,-11424
168631,-16334
168632,-11684
168633,-11432
168634,-16348
168635,-11740
168636,-11426
168637,-16336
168638,-11776
168639,-11458
168640,-16338
168641,-11798
168642,-11498
168643,-16302
168644,-11794
168645,-11516
168646,-16274
168647,-11774
168648,-11502
168649,-16240
168650,-11750
168651,-11494
168652,-16216
168653,-11726
168654,-11504
168655,-16214
168656,-11708
168657,-11520
168658,-16224
168659,-11720
168660,-11550
168661,-16246
168662,-11748
168663,-11598
168664,-16238
168665,-11756
168666,-11626
168667,-16238
168668,-11756
168669,-11630
168670,-16248
168671,-11752
168672,-11634
168673,-16284
168674,-11754
168675,-11636
168676,-16296
168677,-11762
168678,-11648
168679,-16274
168680,-11780
168681,-11652
168682,-16252
168683,-11812
168684,-11634
168685,-16236
168686,-11828
168687,-11598
168688,-16234
168689,-11828
168690,-11552
168691,-16242
168692,-11808
168693,-11536
168694,-16252
168695,-11806
168696,-11516
168697,-16250
168698,-11802
168699,-11506
168700,-16226
168701,-11786
168702,-11484
168703,-16206
168704,-11772
168705,-11446
168706,-16206
168707,-11728
168708,-11402
168709,-16182
168710,-11710
168711,-11364
168712,-16140
168713,-11676
168714,-11366
168715,-16070
168716,-11610
168717,-11340
168718,-15988
168719,-11550
168720,-11314
168721,-15930
168722,-11506
168723,-11268
168724,-15910
168725,-11468
168726,-11208
168727,-15900
168728,-11412
168729,-11190
168730,-15860
168731,-11370
168732,-11186
168733,-15802
168734,-11358
168735,-11188
168736,-15774
168737,-11366
168738,-11186
168739,-15776
168740,-11370
168741,-11182
168742,-15796
168743,-11382
168744,-11184
168745,-15846
168746,-11398
168747,-11190
168748,-15888
168749,-11410
168750,-11204
168751,-15916
168752,-11402
168753,-11208
168754,-15914
168755,-11378
168756,-11198
168757,-15914
168758,-11370
168759,-11196
168760,-15906
168761,-11358
168762,-11158
168763,-15848
168764,-11318
168765,-11096
168766,-15802
168767,-11284
168768,-11066
168769,-15798
168770,-11270
168771,-11064
168772,-15828
168773,-11276
168774,-11080
168775,-15832
168776,-11316
168777,-11084
168778,-15832
168779,-11358
168780,-11082
168781,-15864
168782,-11388
168783,-11086
168784,-15902
168785,-11414
168786,-11124
168787,-15938
168788,-11444
168789,-11164
168790,-15972
168791,-11486
168792,-11200
168793,-16004
168794,-11514
168795,-11238
168796,-16014
168797,-11520
168798,-11268
168799,-16038
168800,-11542
168801,-11324
168802,-16074
168803,-11582
168804,-11356
168805,-16086
168806,-11622
168807,-11378
168808,-16104
168809,-11648
168810,-11378
168811,-16122
168812,-11660
168813,-11378
168814,-16128
168815,-11668
168816,-11398
168817,-16142
168818,-11672
168819,-11408
168820,-16152
168821,-11696
168822,-11424
168823,-16132
168824,-11706
168825,-11412
168826,-16112
168827,-11678
168828,-11420
168829,-16106
168830,-11662
168831,-11432
168832,-16092
168833,-11654
168834,-11410
168835,-16068
168836,-11630
168837,-11386
168838,-16060
168839,-11604
168840,-11350
168841,-16068
168842,-11606
168843,-11346
168844,-16090
168845,-11596
168846,-11358
168847,-16116
168848,-11584
168849,-11370
168850,-16106
168851,-11602
168852,-11374
168853,-16088
168854,-11630
168855,-11366
168856,-16104
168857,-11646
168858,-11376
168859,-16120
168860,-11654
168861,-11386
168862,-16138
168863,-11640
168864,-11394
168865,-16178
168866,-11632
168867,-11396
168868,-16198
168869,-11652
168870,-11414
168871,-16198
168872,-11652
168873,-11436
168874,-16186
168875,-11670
168876,-11448
168877,-16162
168878,-11684
168879,-11464
168880,-16146
168881,-11682
168882,-11472
168883,-16126
168884,-11672
168885,-11484
168886,-16120
168887,-11676
168888,-11478
168889,-16118
168890,-11700
168891,-11460
168892,-16136
168893,-11704
168894,-11470
168895,-16166
168896,-11696
168897,-11444
168898,-16184
168899,-11670
168900,-11410
168901,-16198
168902,-11660
168903,-11370
168904,-16224
168905,-11650
168906,-11334
168907,-16262
168908,-11626
168909,-11324
168910,-16268
168911,-11588
168912,-11298
168913,-16240
168914,-11564
168915,-11304
168916,-16216
168917,-11562
168918,-11324
168919,-16192
168920,-11558
168921,-11328
168922,-16180
168923,-11554
168924,-11340
168925,-16150
168926,-11576
168927,-11358
168928,-16124
168929,-11620
168930,-11390
168931,-16128
168932,-11638
168933,-11406
168934,-16126
168935,-11650
168936,-11424
168937,-16124
168938,-11664
168939,-11446
168940,-16142
168941,-11710
168942,-11468
168943,-16208
168944,-11738
168945,-11510
168946,-16242
168947,-11724
168948,-11534
168949,-16264
168950,-11762
168951,-11546
168952,-16300
168953,-11806
168954,-11552
168955,-16320
168956,-11808
168957,-11564
168958,-16334
168959,-11818
168960,-11040
168961,-15692
168962,-11158
168963,-11028
168964,-15668
168965,-11112
168966,-10982
168967,-15632
168968,-11060
168969,-10954
168970,-15590
168971,-11020
168972,-10956
168973,-15566
168974,-11028
168975,-10938
168976,-15572
168977,-11026
168978,-10924
168979,-15576
168980,-11028
168981,-10942
168982,-15594
168983,-11058
168984,-10966
168985,-15624
168986,-11108
168987,-10976
168988,-15642
168989,-11162
168990,-10970
168991,-15650
168992,-11208
168993,-10962
168994,-15684
168995,-11244
168996,-10980
168997,-15684
168998,-11270
168999,-11022
169000,-15666
169001,-11274
169002,-11082
169003,-15662
169004,-11268
169005,-11120
169006,-15664
169007,-11294
169008,-11134
169009,-15706
169010,-11300
169011,-11140
169012,-15736
169013,-11282
169014,-11128
169015,-15758
169016,-11272
169017,-11118
169018,-15778
169019,-11268
169020,-11114
169021,-15806
169022,-11272
169023,-11116
169024,-15826
169025,-11282
169026,-11106
169027,-15822
169028,-11308
169029,-11088
169030,-15806
169031,-11320
169032,-11096
169033,-15814
169034,-11308
169035,-11102
169036,-15832
169037,-11278
169038,-11110
169039,-15846
169040,-11244
169041,-11150
169042,-15878
169043,-11228
169044,-11164
169045,-15906
169046,-11244
169047,-11188
169048,-15912
169049,-11292
169050,-11228
169051,-15912
169052,-11332
169053,-11260
169054,-15924
169055,-11376
169056,-11296
169057,-15942
169058,-11422
169059,-11306
169060,-15962
169061,-11466
169062,-11330
169063,-15952
169064,-11492
169065,-11354
169066,-15956
169067,-11518
169068,-11384
169069,-15988
169070,-11560
169071,-11402
169072,-16006
169073,-11568
169074,-11398
169075,-16016
169076,-11546
169077,-11402
169078,-16006
169079,-11540
169080,-11368
169081,-15990
169082,-11548
169083,-11346
169084,-15972
169085,-11526
169086,-11310
169087,-15954
169088,-11476
169089,-11258
169090,-15928
169091,-11468
169092,-11244
169093,-15900
169094,-11464
169095,-11236
169096,-15884
169097,-11454
169098,-11232
169099,-15862
169100,-11450
169101,-11238
169102,-15844
169103,-11448
169104,-11282
169105,-15862
169106,-11440
169107,-11314
169108,-15872
169109,-11428
169110,-11320
169111,-15844
169112,-11448
169113,-11344
169114,-15846
169115,-11418
169116,-11352
169117,-15886
169118,-11418
169119,-11378
169120,-15928
169121,-11450
169122,-11388
169123,-15962
169124,-11478
169125,-11386
169126,-15986
169127,-11506
169128,-11392
169129,-16006
169130,-11544
169131,-11382
169132,-16052
169133,-11602
169134,-11402
169135,-16098
169136,-11616
169137,-11448
169138,-16130
169139,-11646
169140,-11496
169141,-16162
169142,-11676
169143,-11498
169144,-16194
169145,-11678
169146,-11480
169147,-16202
169148,-11666
169149,-11484
169150,-16204
169151,-11664
169152,-11490
169153,-16230
169154,-11656
169155,-11474
169156,-16238
169157,-11654
169158,-11448
169159,-16234
169160,-11658
169161,-11424
169162,-16256
169163,-11634
169164,-11390
169165,-16262
169166,-11652
169167,-11396
169168,-16282
169169,-11676
169170,-11394
169171,-16322
169172,-11688
169173,-11396
169174,-16370
169175,-11704
169176,-11434
169177,-16404
169178,-11722
169179,-11490
169180,-16412
169181,-11760
169182,-11548
169183,-16394
169184,-11796
169185,-11568
169186,-16334
169187,-11828
169188,-11576
169189,-16336
169190,-11850
169191,-11564
169192,-16354
169193,-11864
169194,-11540
169195,-16372
169196,-11898
169197,-11542
169198,-16388
169199,-11890
169200,-11566
169201,-16356
169202,-11868
169203,-11578
169204,-16328
169205,-11860
169206,-11558
169207,-16320
169208,-11858
169209,-11538
169210,-16336
169211,-11850
169212,-11542
169213,-16348
169214,-11832
169215,-11536
169216,-16366
169217,-11816
169218,-11508
169219,-16410
169220,-11776
169221,-11502
169222,-16424
169223,-11772
169224,-11506
169225,-16426
169226,-11780
169227,-11526
169228,-16410
169229,-11800
169230,-11568
169231,-16392
169232,-11846
169233,-11602
169234,-16378
169235,-11908
169236,-11674
169237,-16354
169238,-11952
169239,-11744
169240,-16368
169241,-11994
169242,-11794
169243,-16388
169244,-12032
169245,-11820
169246,-16432
169247,-12044
169248,-11842
169249,-16450
169250,-12098
169251,-11882
169252,-16450
169253,-12152
169254,-11896
169255,-16438
169256,-12172
169257,-11902
169258,-16420
169259,-12194
169260,-11914
169261,-16452
169262,-12202
169263,-11940
169264,-16478
169265,-12202
169266,-11938
169267,-16532
169268,-12192
169269,-11914
169270,-16570
169271,-12162
169272,-11908
169273,-16600
169274,-12142
169275,-11930
169276,-16628
169277,-12136
169278,-11980
169279,-16660
169280,-12144
169281,-11964
169282,-16700
169283,-12144
169284,-11932
169285,-16684
169286,-12160
169287,-11932
169288,-16676
169289,-12170
169290,-11914
169291,-16672
169292,-12194
169293,-11912
169294,-16688
169295,-12246
169296,-11930
169297,-16700
169298,-12290
169299,-11946
169300,-16712
169301,-12310
169302,-11964
169303,-16750
169304,-12322
169305,-11978
169306,-16758
169307,-12344
169308,-11988
169309,-16776
169310,-12352
169311,-11988
169312,-16774
169313,-12352
169314,-12008
169315,-16786
169316,-12332
169317,-12016
169318,-16782
169319,-12302
169320,-11986
169321,-16736
169322,-12272
169323,-11952
169324,-16676
169325,-12254
169326,-11914
169327,-16642
169328,-12226
169329,-11892
169330,-16672
169331,-12190
169332,-11886
169333,-16702
169334,-12198
169335,-11876
169336,-16750
169337,-12226
169338,-11890
169339,-16796
169340,-12240
169341,-11884
169342,-16832
169343,-12242
169344,-11852
169345,-16824
169346,-12260
169347,-11838
169348,-16808
169349,-12300
169350,-11874
169351,-16810
169352,-12306
169353,-11916
169354,-16810
169355,-12304
169356,-11922
169357,-16802
169358,-12310
169359,-11920
169360,-16790
169361,-12304
169362,-11886
169363,-16758
169364,-12264
169365,-11884
169366,-16712
169367,-12212
169368,-11878
169369,-16712
169370,-12164
169371,-11832
169372,-16706
169373,-12096
169374,-11802
169375,-16682
169376,-12060
169377,-11766
169378,-16650
169379,-12034
169380,-11738
169381,-16612
169382,-12006
169383,-11704
169384,-16584
169385,-11982
169386,-11672
169387,-16524
169388,-11968
169389,-11674
169390,-16454
169391,-11982
169392,-11666
169393,-16372
169394,-11992
169395,-11674
169396,-16302
169397,-11982
169398,-11680
169399,-16288
169400,-11970
169401,-11660
169402,-16316
169403,-11982
169404,-11636
169405,-16376
169406,-11988
169407,-11606
169408,-16390
169409,-11982
169410,-11596
169411,-16372
169412,-11970
169413,-11588
169414,-16380
169415,-11958
169416,-11594
169417,-16414
169418,-11934
169419,-11570
169420,-16474
169421,-11900
169422,-11560
169423,-16508
169424,-11878
169425,-11572
169426,-16468
169427,-11878
169428,-11596
169429,-16440
169430,-11884
169431,-11622
169432,-16404
169433,-11892
169434,-11634
169435,-16344
169436,-11902
169437,-11644
169438,-16302
169439,-11898
169440,-11650
169441,-16282
169442,-11896
169443,-11678
169444,-16320
169445,-11880
169446,-11648
169447,-16366
169448,-11872
169449,-11624
169450,-16394
169451,-11890
169452,-11634
169453,-16422
169454,-11910
169455,-11658
169456,-16460
169457,-11938
169458,-11706
169459,-16476
169460,-11978
169461,-11746
169462,-16486
169463,-12032
169464,-11796
169465,-16520
169466,-12116
169467,-11834
169468,-16536
169469,-12198
169470,-11876
169471,-16572
169472,-12234
169473,-11916
169474,-16620
169475,-12276
169476,-11938
169477,-16680
169478,-12308
169479,-11954
169480,-16774
169481,-12316
169482,-11970
169483,-16838
169484,-12318
169485,-11986
169486,-16872
169487,-12304
169488,-11980
169489,-16862
169490,-12298
169491,-11972
169492,-16848
169493,-12302
169494,-11976
169495,-16856
169496,-12298
169497,-11992
169498,-16844
169499,-12272
169500,-11996
169501,-16796
169502,-12238
169503,-11988
169504,-16750
169505,-12206
169506,-11966
169507,-16708
169508,-12170
169509,-11920
169510,-16658
169511,-12138
169512,-11874
169513,-16642
169514,-12096
169515,-11810
169516,-16614
169517,-12034
169518,-11750
169519,-16606
169520,-11982
169521,-11722
169522,-16594
169523,-11952
169524,-11696
169525,-16524
169526,-11934
169527,-11666
169528,-16444
169529,-11918
169530,-11640
169531,-16358
169532,-11876
169533,-11612
169534,-16284
169535,-11850
169536,-11598
169537,-16230
169538,-11832
169539,-11580
169540,-16210
169541,-11830
169542,-11546
169543,-16222
169544,-11826
169545,-11512
169546,-16194
169547,-11816
169548,-11490
169549,-16186
169550,-11806
169551,-11470
169552,-16208
169553,-11758
169554,-11450
169555,-16204
169556,-11732
169557,-11412
169558,-16228
169559,-11704
169560,-11378
169561,-16230
169562,-11696
169563,-11374
169564,-16224
169565,-11714
169566,-11374
169567,-16220
169568,-11732
169569,-11360
169570,-16198
169571,-11750
169572,-11364
169573,-16194
169574,-11760
169575,-11406
169576,-16184
169577,-11766
169578,-11448
169579,-16190
169580,-11772
169581,-11504
169582,-16204
169583,-11790
169584,-11552
169585,-16204
169586,-11788
169587,-11584
169588,-16190
169589,-11792
169590,-11642
169591,-16184
169592,-11838
169593,-11680
169594,-16204
169595,-11862
169596,-11692
169597,-16232
169598,-11864
169599,-11676
169600,-16284
169601,-11846
169602,-11646
169603,-16332
169604,-11828
169605,-11610
169606,-16364
169607,-11832
169608,-11552
169609,-16376
169610,-11810
169611,-11520
169612,-16358
169613,-11774
169614,-11480
169615,-16344
169616,-11726
169617,-11444
169618,-16346
169619,-11678
169620,-11420
169621,-16328
169622,-11658
169623,-11384
169624,-16282
169625,-11638
169626,-11358
169627,-16252
169628,-11610
169629,-11334
169630,-16214
169631,-11598
169632,-11300
169633,-16186
169634,-11576
169635,-11272
169636,-16154
169637,-11550
169638,-11266
169639,-16124
169640,-11546
169641,-11306
169642,-16084
169643,-11556
